step,train_accuracy,test_accuracy
50,0.2960403859615326,0.0
100,0.9992027878761292,0.00017711654072627425
150,1.0,0.0005313496221788228
200,1.0,0.0005313496221788228
250,1.0,0.0005313496221788228
300,1.0,0.0005313496221788228
350,1.0,0.000708466162905097
400,1.0,0.0008855827036313713
450,1.0,0.0008855827036313713
500,1.0,0.0010626992443576455
550,1.0,0.0010626992443576455
600,1.0,0.0008855827036313713
650,1.0,0.0008855827036313713
700,1.0,0.0008855827036313713
750,1.0,0.0008855827036313713
800,1.0,0.0012398157268762589
850,1.0,0.001416932325810194
900,1.0,0.0015940489247441292
950,1.0,0.0017711654072627425
1000,1.0,0.0017711654072627425
1050,1.0,0.0019482818897813559
1100,1.0,0.0019482818897813559
1150,1.0,0.002125398488715291
1200,1.0,0.002125398488715291
1250,1.0,0.002302515087649226
1300,1.0,0.0024796314537525177
1350,1.0,0.002656748052686453
1400,0.034546904265880585,0.002656748052686453
1450,0.06962529569864273,0.00017711654072627425
1500,0.2115333527326584,0.00017711654072627425
1550,0.707148551940918,0.00017711654072627425
1600,0.9997342824935913,0.00017711654072627425
1650,1.0,0.00017711654072627425
1700,1.0,0.0003542330814525485
1750,1.0,0.0003542330814525485
1800,1.0,0.0003542330814525485
1850,1.0,0.0005313496221788228
1900,1.0,0.0005313496221788228
1950,1.0,0.0005313496221788228
2000,1.0,0.0005313496221788228
2050,1.0,0.0005313496221788228
2100,1.0,0.0005313496221788228
2150,1.0,0.0005313496221788228
2200,1.0,0.0005313496221788228
2250,1.0,0.0008855827036313713
2300,1.0,0.0008855827036313713
2350,1.0,0.0008855827036313713
2400,1.0,0.0008855827036313713
2450,1.0,0.0010626992443576455
2500,1.0,0.0010626992443576455
2550,1.0,0.0010626992443576455
2600,1.0,0.0012398157268762589
2650,1.0,0.0017711654072627425
2700,1.0,0.0017711654072627425
2750,1.0,0.0017711654072627425
2800,1.0,0.002302515087649226
2850,1.0,0.0024796314537525177
2900,1.0,0.002656748052686453
2950,1.0,0.0024796314537525177
3000,1.0,0.002833864651620388
3050,1.0,0.003010981250554323
3100,1.0,0.0031880978494882584
3150,1.0,0.00336521421559155
3200,1.0,0.00336521421559155
3250,1.0,0.0031880978494882584
3300,1.0,0.002833864651620388
3350,1.0,0.003010981250554323
3400,1.0,0.00336521421559155
3450,0.01939941570162773,0.005667729303240776
3500,0.035609886050224304,0.0017711654072627425
3550,0.04251926764845848,0.0010626992443576455
3600,0.06245017424225807,0.0015940489247441292
3650,0.0911506786942482,0.001416932325810194
3700,0.1953228861093521,0.000708466162905097
3750,0.11931969225406647,0.0015940489247441292
3800,0.3778899908065796,0.003542330814525485
3850,0.7238905429840088,0.004959262907505035
3900,0.9314376711845398,0.006553311832249165
3950,0.995482325553894,0.00708466162905097
4000,1.0,0.008324477821588516
4050,1.0,0.008678710088133812
4100,1.0,0.009032943286001682
4150,1.0,0.009564293548464775
4200,1.0,0.010449876077473164
4250,1.0,0.0115125747397542
4300,1.0,0.010981225408613682
4350,1.0,0.0115125747397542
4400,1.0,0.012398158200085163
4450,1.0,0.013283740729093552
4500,1.0,0.012929507531225681
4550,1.0,0.013283740729093552
4600,1.0,0.013992207124829292
4650,1.0,0.013992207124829292
4700,1.0,0.015586255118250847
4750,1.0,0.01718030497431755
4800,1.0,0.017534537240862846
4850,1.0,0.018597235903143883
4900,1.0,0.018243003636598587
4950,1.0,0.020191285759210587
5000,1.0,0.021253984421491623
5050,1.0,0.022139567881822586
5100,1.0,0.023379383608698845
5150,1.0,0.025504782795906067
5200,1.0,0.027807297185063362
5250,1.0,0.028515763580799103
5300,1.0,0.030464045703411102
5350,1.0,0.030109811574220657
5400,1.0,0.03152674436569214
5450,1.0,0.031880978494882584
5500,1.0,0.03223520889878273
5550,1.0,0.035246193408966064
5600,1.0,0.037194471806287766
5650,1.0,0.0363088920712471
5700,1.0,0.035954657942056656
5750,1.0,0.03772582486271858
5800,1.0,0.039851222187280655
5850,0.02125963382422924,0.006376195698976517
5900,0.038001593202352524,0.008501593954861164
5950,0.17459474503993988,0.02975557930767536
6000,0.6577199101448059,0.24424371123313904
6050,0.9981397986412048,0.7040382623672485
6100,1.0,0.8188097476959229
6150,1.0,0.8577753901481628
6200,1.0,0.8827488422393799
6250,1.0,0.8990435600280762
6300,1.0,0.911795973777771
6350,1.0,0.9226000308990479
6400,1.0,0.9330499172210693
6450,1.0,0.9424371123313904
6500,1.0,0.9512929320335388
6550,1.0,0.9569606781005859
6600,1.0,0.9617428183555603
6650,1.0,0.9682961106300354
6700,1.0,0.974141001701355
6750,1.0,0.978214681148529
6800,1.0,0.9821112155914307
6850,1.0,0.9833510518074036
6900,1.0,0.9858306646347046
6950,1.0,0.989372968673706
7000,1.0,0.9904357194900513
7050,1.0,0.9911441802978516
7100,1.0,0.9923839569091797
7150,1.0,0.9936237931251526
7200,1.0,0.9936237931251526
7250,1.0,0.9948636293411255
7300,1.0,0.9952178597450256
7350,0.02471432462334633,0.016294721513986588
7400,0.24528302252292633,0.1452355682849884
7450,0.9715652465820312,0.8333333134651184
7500,1.0,0.9739638566970825
7550,1.0,0.9817569851875305
7600,1.0,0.9858306646347046
7650,1.0,0.9890187382698059
7700,1.0,0.9927381873130798
7750,1.0,0.9941551685333252
7800,1.0,0.9952178597450256
7850,1.0,0.9961034059524536
7900,1.0,0.9973432421684265
7950,1.0,0.9976974725723267
8000,1.0,0.9980517029762268
8050,1.0,0.9989373087882996
8100,1.0,0.9992915391921997
8150,1.0,0.9994686245918274
8200,1.0,0.9998228549957275
8250,1.0,0.9998228549957275
8300,1.0,0.9998228549957275
8350,1.0,0.9998228549957275
8400,1.0,0.9998228549957275
8450,0.1543980836868286,0.1115834191441536
8500,0.9441934823989868,0.8522847890853882
8550,1.0,0.989372968673706
8600,1.0,0.9953949451446533
8650,1.0,0.998405933380127
8700,1.0,0.9989373087882996
8750,1.0,0.9991143941879272
8800,1.0,0.9994686245918274
8850,1.0,0.9994686245918274
8900,1.0,0.9994686245918274
8950,1.0,0.9998228549957275
9000,1.0,0.9998228549957275
9050,1.0,0.9998228549957275
9100,1.0,0.9998228549957275
9150,1.0,0.9998228549957275
9200,1.0,0.9998228549957275
9250,1.0,1.0
9300,1.0,1.0
9350,1.0,1.0
9400,1.0,1.0
9450,1.0,1.0
9500,1.0,1.0
9550,1.0,0.9998228549957275
9600,1.0,0.9998228549957275
9650,1.0,0.9998228549957275
9700,1.0,0.9998228549957275
9750,1.0,0.9998228549957275
9800,1.0,0.9998228549957275
9850,1.0,0.9998228549957275
9900,1.0,0.9998228549957275
9950,1.0,0.9998228549957275
10000,1.0,0.9998228549957275
10050,0.08344405889511108,0.0733262449502945
10100,0.8232793211936951,0.7332624793052673
10150,1.0,0.9916754961013794
10200,1.0,0.997166097164154
10250,1.0,0.9987601637840271
10300,1.0,0.9992915391921997
10350,1.0,0.9996457695960999
10400,1.0,0.9998228549957275
10450,1.0,1.0
10500,1.0,1.0
10550,1.0,1.0
10600,1.0,1.0
10650,1.0,1.0
10700,1.0,1.0
10750,1.0,1.0
10800,1.0,1.0
10850,1.0,1.0
10900,1.0,1.0
10950,1.0,1.0
11000,1.0,1.0
11050,1.0,1.0
11100,1.0,1.0
11150,1.0,1.0
11200,1.0,1.0
11250,1.0,1.0
11300,1.0,1.0
11350,1.0,1.0
11400,1.0,1.0
11450,1.0,1.0
11500,1.0,1.0
11550,1.0,1.0
11600,1.0,1.0
11650,1.0,1.0
11700,1.0,1.0
11750,1.0,1.0
11800,1.0,1.0
11850,1.0,1.0
11900,1.0,1.0
11950,1.0,1.0
12000,1.0,1.0
12050,1.0,1.0
12100,1.0,1.0
12150,1.0,1.0
12200,1.0,1.0
12250,1.0,1.0
12300,1.0,1.0
12350,0.26866862177848816,0.21625930070877075
12400,0.9792718887329102,0.9385405778884888
12450,1.0,0.9842365980148315
12500,1.0,0.9888416528701782
12550,1.0,0.9920297265052795
12600,1.0,0.9934466481208801
12650,1.0,0.9943322539329529
12700,1.0,0.9966347813606262
12750,1.0,0.9989373087882996
12800,1.0,0.9994686245918274
12850,1.0,0.9996457695960999
12900,1.0,0.9998228549957275
12950,1.0,1.0
13000,1.0,1.0
13050,1.0,1.0
13100,1.0,1.0
13150,1.0,1.0
13200,1.0,1.0
13250,1.0,1.0
13300,1.0,1.0
13350,1.0,1.0
13400,1.0,1.0
13450,1.0,1.0
13500,1.0,1.0
13550,1.0,1.0
13600,1.0,1.0
13650,1.0,1.0
13700,1.0,1.0
13750,1.0,1.0
13800,1.0,1.0
13850,1.0,1.0
13900,1.0,1.0
13950,1.0,1.0
14000,1.0,1.0
14050,1.0,1.0
14100,1.0,1.0
14150,1.0,1.0
14200,1.0,1.0
14250,0.01860217936336994,0.01452355645596981
14300,0.49322348833084106,0.4117959439754486
14350,0.9768801331520081,0.9162238836288452
14400,0.9997342824935913,0.9693588018417358
14450,1.0,0.9787459969520569
14500,1.0,0.982819676399231
14550,1.0,0.9867162704467773
14600,1.0,0.989372968673706
14650,1.0,0.992206871509552
14700,1.0,0.9945093989372253
14750,1.0,0.9955720901489258
14800,1.0,0.9961034059524536
14850,1.0,0.9973432421684265
14900,1.0,0.9982288479804993
14950,1.0,0.9985830783843994
15000,1.0,0.9992915391921997
15050,1.0,0.9996457695960999
15100,1.0,0.9998228549957275
15150,1.0,0.9998228549957275
15200,1.0,0.9998228549957275
15250,1.0,0.9998228549957275
15300,1.0,0.9998228549957275
15350,0.02710603177547455,0.0288699958473444
15400,0.15944725275039673,0.1284094899892807
15450,0.3669944107532501,0.33227062225341797
15500,0.9747542142868042,0.9385405778884888
15550,1.0,0.9838823676109314
15600,1.0,0.9874247312545776
15650,1.0,0.9902585744857788
15700,1.0,0.9918526411056519
15750,1.0,0.9920297265052795
15800,1.0,0.9927381873130798
15850,1.0,0.99309241771698
15900,1.0,0.9941551685333252
15950,1.0,0.9948636293411255
16000,1.0,0.9957491755485535
16050,1.0,0.9968118667602539
16100,1.0,0.9969890117645264
16150,1.0,0.9976974725723267
16200,1.0,0.998405933380127
16250,1.0,0.9985830783843994
16300,1.0,0.9991143941879272
16350,1.0,0.9991143941879272
16400,1.0,0.9996457695960999
16450,1.0,0.9996457695960999
16500,1.0,0.9998228549957275
16550,1.0,0.9998228549957275
16600,1.0,0.9998228549957275
16650,1.0,0.9998228549957275
16700,1.0,1.0
16750,1.0,1.0
16800,1.0,1.0
16850,1.0,1.0
16900,1.0,1.0
16950,1.0,1.0
17000,1.0,1.0
17050,1.0,1.0
17100,1.0,1.0
17150,1.0,1.0
17200,1.0,1.0
17250,1.0,1.0
17300,1.0,1.0
17350,1.0,1.0
17400,1.0,1.0
17450,1.0,1.0
17500,0.06510762870311737,0.048352815210819244
17550,0.3260696232318878,0.2380446344614029
17600,0.5803880095481873,0.5079702138900757
17650,0.9806005954742432,0.9091392159461975
17700,1.0,0.9721927046775818
17750,1.0,0.9778604507446289
17800,1.0,0.9798086881637573
17850,1.0,0.9822883605957031
17900,1.0,0.9835281372070312
17950,1.0,0.9849450588226318
18000,1.0,0.9865391254425049
18050,1.0,0.9874247312545776
18100,1.0,0.9890187382698059
18150,1.0,0.9902585744857788
18200,1.0,0.9911441802978516
18250,1.0,0.9913212656974792
18300,1.0,0.9916754961013794
18350,0.030826468020677567,0.025327665731310844
18400,0.22694659233093262,0.16684378683567047
18450,0.556205153465271,0.4831739366054535
18500,0.5168748497962952,0.457137793302536
18550,0.9468508958816528,0.8698193430900574
18600,0.9909646511077881,0.9284449219703674
18650,0.998671293258667,0.9486361742019653
18700,0.9997342824935913,0.9587318301200867
18750,0.9997342824935913,0.9615656733512878
18800,0.9997342824935913,0.9670563340187073
18850,1.0,0.9690045714378357
18900,1.0,0.9714842438697815
18950,1.0,0.9737867116928101
19000,1.0,0.9752036929130554
19050,1.0,0.976620614528656
19100,1.0,0.9780375361442566
19150,1.0,0.9806942939758301
19200,1.0,0.9824654459953308
19250,1.0,0.9835281372070312
19300,1.0,0.984413743019104
19350,1.0,0.9845908284187317
19400,1.0,0.9847679734230042
19450,1.0,0.986007809638977
19500,1.0,0.9861848950386047
19550,1.0,0.9876018166542053
19600,1.0,0.9879560470581055
19650,1.0,0.9881331920623779
19700,1.0,0.9883102774620056
19750,1.0,0.9888416528701782
19800,1.0,0.9890187382698059
19850,1.0,0.989372968673706
19900,1.0,0.989727258682251
19950,1.0,0.989372968673706
20000,1.0,0.989727258682251
